Identifiant;Enseigne;Adresse;Etat;ACTIVITE;Activité regroupée CCI;commerce zéro déchet;Secteur;ZFU;Quartier Politique de la ville;A vendre, A louer;geo_shape;geo_point_2d;latitude;longitude
1092;DAVRAN;72 AVENUE DE LA FOSSE AUX CHENES;OUV;CAFE HOTEL RESTAURANT;6;;NORD;O;O;;"{""type"": ""Point"", ""coordinates"": [3.174459636513453, 50.69836681436315]}";50.6983668144,3.17445963651;50.6983668144;3.17445963651
1028;COURS DES HALLES;58/60 RUE JULES GUESDE;OUV;AU_INF;1;;SUD;N;O;;"{""type"": ""Point"", ""coordinates"": [3.182723090140622, 50.68403564434654]}";50.6840356443,3.18272309014;50.6840356443;3.18272309014
1105;SNACK;75 RUE DE LA VIGNE;OUV;CAFE HOTEL RESTAURANT;6;;NORD;N;O;;"{""type"": ""Point"", ""coordinates"": [3.182875869691183, 50.70062208068427]}";50.7006220807,3.18287586969;50.7006220807;3.18287586969
1033;DREAM BURGER;61 RUE DE L ALMA;OUV;CAFE HOTEL RESTAURANT;6;;NORD;O;O;;"{""type"": ""Point"", ""coordinates"": [3.166178342588528, 50.69742720776065]}";50.6974272078,3.16617834259;50.6974272078;3.16617834259
1070;SWISS LIFE;68 RUE DU MARECHAL FOCH;OUV;AUTRES TYPE DE SERVICES;7;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.174537614672427, 50.68774581104783]}";50.687745811,3.17453761467;50.687745811;3.17453761467
1047;MEILLEURTAUX;640 ABVENUE DES NATIONS UNIES;OUV;AUTRES TYPE DE SERVICES;7;;NORD;O;O;;"{""type"": ""Point"", ""coordinates"": [3.166011307502987, 50.69735452890725]}";50.6973545289,3.1660113075;50.6973545289;3.1660113075
1096;EPICERIE DE LA MADESC;73 RUE VOLTAIRE;OUV;ALIMENTAIRE;1;;NORD;O;O;;"{""type"": ""Point"", ""coordinates"": [3.176735105798588, 50.702886847046464]}";50.702886847,3.1767351058;50.702886847;3.1767351058
1090;LA CHAPELLERIE DES BEAUX ARTS;71 AVENUE JEAN BAPTISTE LEBAS;OUV;AU;2;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.168972386896338, 50.69322102632104]}";50.6932210263,3.1689723869;50.6932210263;3.1689723869
1103;GSM-BOX;75 RUE DE L EPEULE;OUV;SERVICES A LA PERSONNE;5;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.161446399493512, 50.69004839355232]}";50.6900483936,3.16144639949;50.6900483936;3.16144639949
1114;GSM BOX;77 RUE DE L EPEULE;OUV;SERVICES A LA PERSONNE;5;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.161404453157742, 50.69002185674545]}";50.6900218567,3.16140445316;50.6900218567;3.16140445316
1284;WHITE SWAN;12 AVENUE JEAN BAPTISTE LEBAS;OUV;PRET A PORTER;2;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.172559060789724, 50.691992503801345]}";50.6919925038,3.17255906079;50.6919925038;3.17255906079
1187;AU  CORDON BLEU;8B RUE DE TOURCOING;OUV;BC;1;;NORD;O;O;;"{""type"": ""Point"", ""coordinates"": [3.174136119500799, 50.69976377490215]}";50.6997637749,3.1741361195;50.6997637749;3.1741361195
1283;MY CEREAL'S;7T AVENUE JEAN BAPTISTE LEBAS;OUV;AU;6;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.172096197650264, 50.691936503744145]}";50.6919365037,3.17209619765;50.6919365037;3.17209619765
1203;BEAUTY QUEENESS;91 RUE DE LANNOY;OUV;SERVICES A LA PERSONNE;5;;EST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.182964527647325, 50.68842033468426]}";50.6884203347,3.18296452765;50.6884203347;3.18296452765
1220;;96 GRANDE RUE;OUV;soins du corps;2;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.181387385425415, 50.692889675156444]}";50.6928896752,3.18138738543;50.6928896752;3.18138738543
1198;KRYS HAMES;9 RUE PIERRE MOTTE;OUV;SERVICES A LA PERSONNE;5;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.176001369292197, 50.69099491033371]}";50.6909949103,3.17600136929;50.6909949103;3.17600136929
1188;LE SALON;9 AVENUE JEAN BAPTISTE LEBAS;OUV;CF;5;O;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.172032387327224, 50.6919644862319]}";50.6919644862,3.17203238733;50.6919644862;3.17203238733
1262;;38 RUE DU VIEIL ABREUVOIR;DISPO;;8;;CENTRE;O;O;Ouvert à la vente;"{""type"": ""Point"", ""coordinates"": [3.173358966864392, 50.69283140443331]}";50.6928314044,3.17335896686;50.6928314044;3.17335896686
1197;LIVIANA;9 RUE DU GENERAL SARRAIL;OUV;VET;2;N;CENTRE;O;O;Ouvert à la location;"{""type"": ""Point"", ""coordinates"": [3.172488313492745, 50.69156098936262]}";50.6915609894,3.17248831349;50.6915609894;3.17248831349
1169;KHAN LAVAGE AUTO;85 RUE DE CARTIGNY;OUV;AU;7;;NORD;N;O;;"{""type"": ""Point"", ""coordinates"": [3.189753935376713, 50.701355963600705]}";50.7013559636,3.18975393538;50.7013559636;3.18975393538
1177;CHEZ YOU;87 GRANDE RUE;OUV;RR;6;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.180240689753988, 50.69280023146937]}";50.6928002315,3.18024068975;50.6928002315;3.18024068975
1173;INTERACTOUR POLE 86;86 AVENUE JEAN BAPTISTE LEBAS;OUV;AUTRES TYPE DE SERVICES;7;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.16837481645457, 50.69370872262969]}";50.6937087226,3.16837481645;50.6937087226;3.16837481645
1259;DION VOYAGE;21 RUE DU VIEIL ABREUVOIR;PROJ;;8;;CENTRE;O;O;Ouvert à la location;"{""type"": ""Point"", ""coordinates"": [3.172921548981619, 50.692290905035165]}";50.692290905,3.17292154898;50.692290905;3.17292154898
1226;POINT CHAUD DE L ALMA;98 RUE DE L ALMA;OUV;CAFE HOTEL RESTAURANT;6;;NORD;O;O;;"{""type"": ""Point"", ""coordinates"": [3.166639414271387, 50.69757330631206]}";50.6975733063,3.16663941427;50.6975733063;3.16663941427
1276;FÊTE A CRÊPE;56T GRANDE RUE;OUV;RR;6;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.1779368941541932, 50.69232369215188]}";50.6923236922,3.17793689415;50.6923236922;3.17793689415
1184;RE STORE;88/90 RUE EMILLE MOREAU;DISPO;AUTRES TYPE DE SERVICES;8;O;NORD;O;O;;"{""type"": ""Point"", ""coordinates"": [3.167292226955673, 50.697688108849555]}";50.6976881088,3.16729222696;50.6976881088;3.16729222696
1217;CHEVALINE HERVE;94 RUE CARPEAUX;OUV;BC;1;O;SUD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.183068452996473, 50.67563512831377]}";50.6756351283,3.183068453;50.6756351283;3.183068453
1211;LA CHAUME;92 RUE PHILIBERT DELORME;OUV;CAFE HOTEL RESTAURANT;6;;SUD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.178580175234107, 50.67488193369752]}";50.6748819337,3.17858017523;50.6748819337;3.17858017523
4813;ZEN' CARS;241 BOULEVARD DE FOURMIES;OUV;AU;5;;SUD;O;O;;"{""type"": ""Point"", ""coordinates"": [3.188766475361417, 50.67199619429453]}";50.6719961943,3.18876647536;50.6719961943;3.18876647536
16802;PAPA'S CHICKEN;16 GRANDE  RUE;OUV;RR;6;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.175779235276464, 50.69195037690098]}";50.6919503769,3.17577923528;50.6919503769;3.17577923528
1294;ESPACE MOLINEL ASSURANCE;64 AVENUE JEAN BAPTISTE LEBAS;OUV;BA;7;;CENTRE;O;O;Ouvert à la location_Ouvert à la vente;"{""type"": ""Point"", ""coordinates"": [3.170053127840464, 50.693010855125515]}";50.6930108551,3.17005312784;50.6930108551;3.17005312784
4802;LE METROPOLE;5 GRAND PLACE;OUV;RT;6;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.17348010961091, 50.69173804670994]}";50.6917380467,3.17348010961;50.6917380467;3.17348010961
5202;R L'ÉTOILE HAIRSTYLING;1 RUE DU GRAND CHEMIN;OUV;CF;5;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.169795747866574, 50.69133067234003]}";50.6913306723,3.16979574787;50.6913306723;3.16979574787
9604;;RUE DES OGIERS;DISPO;;8;;OUEST;N;O;;"{""type"": ""Point"", ""coordinates"": [3.157985291919994, 50.688006267593565]}";50.6880062676,3.15798529192;50.6880062676;3.15798529192
9603;;1 RUE DES OGIERS;OUV;;7;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.1581625379626592, 50.68791086857723]}";50.6879108686,3.15816253796;50.6879108686;3.15816253796
6827;NIKE;228 AVENUE ALFRED MOTTE;OUV;CH;2;;SUD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.197814003883841, 50.674331458100596]}";50.6743314581,3.19781400388;50.6743314581;3.19781400388
6408;;228 AVENUE ALFRED MOTTE;DISPO;;8;;SUD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.196454642652073, 50.67549807680915]}";50.6754980768,3.19645464265;50.6754980768;3.19645464265
18802;AU COIN GOURMAND;18 B RUE DES ARTS;OUV;RT;6;;OUEST;N;N;;"{""type"": ""Point"", ""coordinates"": [3.168230523225933, 50.68679721262289]}";50.6867972126,3.16823052323;50.6867972126;3.16823052323
15603;GOOD GRILL;RUE DE L'OUEST;OUV;RR;6;;OUEST;N;O;;"{""type"": ""Point"", ""coordinates"": [3.157854606373246, 50.69205784927326]}";50.6920578493,3.15785460637;50.6920578493;3.15785460637
1335;;13 RUE DU CURE;DISPO;;8;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.174129056218255, 50.69304917115669]}";50.6930491712,3.17412905622;50.6930491712;3.17412905622
4412;PHOTOMATON SERVICE;21 BIS GRAND RUE;OUV;AU;5;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.176011150148224, 50.6928317003898]}";50.6928317004,3.17601115015;50.6928317004;3.17601115015
1298;U- EXIST;83 AVENUE JEAN BAPTISTE LEBAS;OUV;;2;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.168501268731112, 50.69341054706446]}";50.6934105471,3.16850126873;50.6934105471;3.16850126873
4411;ONLY FASHION;21 BIS GRAND RUE;OUV;VET;2;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.176159584243776, 50.6928567747735]}";50.6928567748,3.17615958424;50.6928567748;3.17615958424
11204;;RUE DE ROME;DISPO;;8;;OUEST;N;O;;"{""type"": ""Point"", ""coordinates"": [3.157069171553113, 50.69492186981483]}";50.6949218698,3.15706917155;50.6949218698;3.15706917155
12402;BEAUTÉ ROUBAIX;SNACK LE CLUB ROUBAIX;OUV;;2;;CENTRE;O;;;"{""type"": ""Point"", ""coordinates"": [3.17551487284398, 50.69191052755849]}";50.6919105276,3.17551487284;50.6919105276;3.17551487284
6403;FOURNIL DE L'USINE;228 AVENUE ALFRED MOTTE;OUV;RR;6;;SUD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.1959283935258522, 50.67530101422908]}";50.6753010142,3.19592839353;50.6753010142;3.19592839353
4413;PHILDAR;21 BIS GRAND RUE;OUV;VET;2;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.175959199326568, 50.69278076765006]}";50.6927807677,3.17595919933;50.6927807677;3.17595919933
4404;KIABI;21 BIS GRAND RUE;OUV;VET;2;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.176305543493717, 50.69319214353323]}";50.6931921435,3.17630554349;50.6931921435;3.17630554349
6404;PETIT BATEAU;228 AVENUE ALFRED MOTTE;OUV;VET;2;;SUD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.197149512202018, 50.6758529366864]}";50.6758529367,3.1971495122;50.6758529367;3.1971495122
22407;;144 RUE DE LANNOY;OUV;VET;2;;EST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.184237224259096, 50.68734599559336]}";50.6873459956,3.18423722426;50.6873459956;3.18423722426
27208;MR 100 000 LIVRES;228 AVENUE ALFRED MOTTE;OUV;LJ;4;;SUD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.197604085623647, 50.6759713867686]}";50.6759713868,3.19760408562;50.6759713868;3.19760408562
29609;NIGHT SHOP;236 RUE DE LANNOY;OUV;;1;;;O;;;"{""type"": ""Point"", ""coordinates"": [3.187731351432645, 50.68560483264032]}";50.6856048326,3.18773135143;50.6856048326;3.18773135143
26804;ORCHESTRA;228 AVENUE ALFRED MOTTE;OUV;VET;2;;SUD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.196642995698897, 50.67480406986905]}";50.6748040699,3.1966429957;50.6748040699;3.1966429957
26815;CLASSMEN;228 AVENUE ALFRED MOTTE;OUV;VET;2;;SUD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.196321826423078, 50.67519322077115]}";50.6751932208,3.19632182642;50.6751932208;3.19632182642
26823;TAPE À L'OEIL;228 AVENUE ALFRED MOTTE;OUV;VET;2;;SUD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.197061011514456, 50.675332794952745]}";50.675332795,3.19706101151;50.675332795;3.19706101151
20802;;133 BOULEVARD GAMBETTA;DISPO;;8;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.184225971131294, 50.69261283557059]}";50.6926128356,3.18422597113;50.6926128356;3.18422597113
26404;;91 GRANDE RUE;PROJ;;8;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.180477979224317, 50.69284296988403]}";50.6928429699,3.18047797922;50.6928429699;3.18047797922
26807;CAMAÏEU;228 AVENUE ALFRED MOTTE;OUV;VET;2;;SUD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.197011079025605, 50.6745555107072]}";50.6745555107,3.19701107903;50.6745555107;3.19701107903
30010;BOUCHERIE LA FOIRE À LA VIANDE;251 GRANDE RUE;OUV;BC;1;;NORD;N;O;;"{""type"": ""Point"", ""coordinates"": [3.188745187734588, 50.69419950343021]}";50.6941995034,3.18874518773;50.6941995034;3.18874518773
29206;RENAULT;10 AVENUE ANDRÉ DILIGENT;OUV;AU;2;;CENTRE;;;;"{""type"": ""Point"", ""coordinates"": [3.176435292105135, 50.68730387368532]}";50.6873038737,3.17643529211;50.6873038737;3.17643529211
26403;;84 GRANDE RUE;OUV;;5;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.180686317727604, 50.69277698119678]}";50.6927769812,3.18068631773;50.6927769812;3.18068631773
29606;PHARMACIE LAFAYETTE;127 RUE DE L'ALMA;OUV;PH;5;;NORD;;;;"{""type"": ""Point"", ""coordinates"": [3.16811547547863, 50.698665776848586]}";50.6986657768,3.16811547548;50.6986657768;3.16811547548
27210;L'USINE SUN;228 AVENUE ALFRED MOTTE;OUV;PB;5;;SUD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.196385185186895, 50.67547045594507]}";50.6754704559,3.19638518519;50.6754704559;3.19638518519
27205;DAYTONA;228 AVENUE ALFRED MOTTE;OUV;VET;2;;SUD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.196339929525883, 50.67509571038436]}";50.6750957104,3.19633992953;50.6750957104;3.19633992953
26820;LEVI'S;228 AVENUE ALFRED MOTTE;OUV;VET;2;;SUD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.196680858251555, 50.67520278080147]}";50.6752027808,3.19668085825;50.6752027808;3.19668085825
26814;OSCAR;228 AVENUE ALFRED MOTTE;OUV;VET;2;;SUD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.196415355981022, 50.675137774069405]}";50.6751377741,3.19641535598;50.6751377741;3.19641535598
26826;SEE YOU SOON - BY SISTER;228 AVENUE ALFRED MOTTE;OUV;VET;2;;SUD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.197513572083184, 50.675317498614355]}";50.6753174986,3.19751357208;50.6753174986;3.19751357208
27209;QUICKSILVER;228 AVENUE ALFRED MOTTE;OUV;;2;;SUD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.197905792783095, 50.67595226730091]}";50.6759522673,3.19790579278;50.6759522673;3.19790579278
26827;VALÉRY BIJOUX;228 AVENUE ALFRED MOTTE;OUV;BJ;2;;SUD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.197670461253113, 50.675237196182856]}";50.6752371962,3.19767046125;50.6752371962;3.19767046125
42409;BEAUTY;30 BOULEVARD DE STRASBOURG;OUV;PB;5;;NORD;O;;;"{""type"": ""Point"", ""coordinates"": [3.187565516773684, 50.69509779613441]}";50.6950977961,3.18756551677;50.6950977961;3.18756551677
52009;;121 BOULEVARD GAMBETTA;PROJ;;8;;CENTRE;;;;"{""type"": ""Point"", ""coordinates"": [3.183420614853867, 50.69271048179058]}";50.6927104818,3.18342061485;50.6927104818;3.18342061485
50008;SO DRIVE BURGER;47 RUE JEAN GOUJON;OUV;RR;6;;SUD;;;;"{""type"": ""Point"", ""coordinates"": [3.179695633987932, 50.6809186371146]}";50.6809186371,3.17969563399;50.6809186371;3.17969563399
44412;SOUNNA POMPES FUNEBRES;51 RUE DE TOURCOING;OUV;;5;;NORD;O;;;"{""type"": ""Point"", ""coordinates"": [3.173291570892712, 50.70066714253976]}";50.7006671425,3.17329157089;50.7006671425;3.17329157089
47608;BOUCHERIE ROTISSERIE RYAD;14BIS RUE DE TOURCOING;OUV;BC;1;;NORD;O;;;"{""type"": ""Point"", ""coordinates"": [3.173834588666864, 50.70011119846611]}";50.7001111985,3.17383458867;50.7001111985;3.17383458867
47609;EL MECHOUI;12 RUE DE TOURCOING;OUV;RT;6;;NORD;O;O;;"{""type"": ""Point"", ""coordinates"": [3.173953935074176, 50.699933323131404]}";50.6999333231,3.17395393507;50.6999333231;3.17395393507
39610;;11 RUE DE TOURCOING;DISPO;;8;;NORD;;;;"{""type"": ""Point"", ""coordinates"": [3.174083713706114, 50.69957108598892]}";50.699571086,3.17408371371;50.699571086;3.17408371371
49209;SALON BEAUTY;26B AVENUE GUSTAVE DELORY;OUV;CF;5;;SUD;;;;"{""type"": ""Point"", ""coordinates"": [3.169340229556502, 50.67592216660445]}";50.6759221666,3.16934022956;50.6759221666;3.16934022956
45208;PAUL;118 BOULEVARD DU GENERAL DE GAULLE;OUV;BO;1;;CENTRE;O;;;"{""type"": ""Point"", ""coordinates"": [3.1672492250472732, 50.68123219533612]}";50.6812321953,3.16724922505;50.6812321953;3.16724922505
42010;;158B RUE DE LANNOY;OUV;BO;1;;EST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.184869191006456, 50.68702311752495]}";50.6870231175,3.18486919101;50.6870231175;3.18486919101
48412;LA GONDOLE SUPERETTE;50 BOULEVARD DE MULHOUSE;OUV;AU_INF;1;;EST;;;;"{""type"": ""Point"", ""coordinates"": [3.196773628367902, 50.68675173189826]}";50.6867517319,3.19677362837;50.6867517319;3.19677362837
48413;AU PTIT PAIN CHAUD;52 BOULEVARD DE MULHOUSE;OUV;BO;1;;EST;;;;"{""type"": ""Point"", ""coordinates"": [3.196945579810675, 50.686859239539494]}";50.6868592395,3.19694557981;50.6868592395;3.19694557981
48813;FACIL 2000;20 AVENUE DE VERDUN;OUV;AU_INF;1;;EST;;;;"{""type"": ""Point"", ""coordinates"": [3.198445627649015, 50.68698538148856]}";50.6869853815,3.19844562765;50.6869853815;3.19844562765
52831;;21B GRANDE RUE;DISPO;;8;;CENTRE;;;;"{""type"": ""Point"", ""coordinates"": [3.177361873543353, 50.69263591881908]}";50.6926359188,3.17736187354;50.6926359188;3.17736187354
52827;;21B GRANDE RUE;DISPO;;8;;CENTRE;;;;"{""type"": ""Point"", ""coordinates"": [3.177362168803499, 50.69263591929519]}";50.6926359193,3.1773621688;50.6926359193;3.1773621688
42808;CREDIT AGRICOLE;67 BOULEVARD DE FOURMIES;OUV;AU;5;;SUD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.181184368007898, 50.67593512027309]}";50.6759351203,3.18118436801;50.6759351203;3.18118436801
50408;;71 RUE JULES GUESDES;OUV;chicha;;;SUD;;;;"{""type"": ""Point"", ""coordinates"": [3.181173055403754, 50.68292995836732]}";50.6829299584,3.1811730554;50.6829299584;3.1811730554
52817;;21B GRANDE RUE;DISPO;;8;;CENTRE;;;;"{""type"": ""Point"", ""coordinates"": [3.1773633521266262, 50.69263576774935]}";50.6926357677,3.17736335213;50.6926357677;3.17736335213
52833;;21B GRANDE RUE;DISPO;;8;;CENTRE;;;;"{""type"": ""Point"", ""coordinates"": [3.177361578286484, 50.69263591924033]}";50.6926359192,3.17736157829;50.6926359192;3.17736157829
52816;;21B GRANDE RUE;DISPO;;8;;CENTRE;;;;"{""type"": ""Point"", ""coordinates"": [3.177362761785471, 50.692635018406605]}";50.6926350184,3.17736276179;50.6926350184;3.17736276179
46008;OPIZ PIZZA;RUE DE MOUVAUX;OUV;RR;6;;OUEST;O;;;"{""type"": ""Point"", ""coordinates"": [3.156360028430611, 50.694548209248296]}";50.6945482092,3.15636002843;50.6945482092;3.15636002843
52825;;21 GRANDE RUE;DISPO;;8;;CENTRE;;;;"{""type"": ""Point"", ""coordinates"": [3.17736216959362, 50.69263614273434]}";50.6926361427,3.17736216959;50.6926361427;3.17736216959
52826;;21B GRANDE RUE;DISPO;;8;;CENTRE;;;;"{""type"": ""Point"", ""coordinates"": [3.177362169679968, 50.69263576764171]}";50.6926357676,3.17736216968;50.6926357676;3.17736216968
53611;THAY WAK;33 RUE PIERRE DE ROUBAIX;OUV;RT;6;;EST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.18596568774874, 50.69123146075179]}";50.6912314608,3.18596568775;50.6912314608;3.18596568775
55209;;167 RUE DE L'EPEULE;PROJ;;8;;OUEST;;;;"{""type"": ""Point"", ""coordinates"": [3.158960230525838, 50.68820094887399]}";50.6882009489,3.15896023053;50.6882009489;3.15896023053
57212;L'HEURE DES GOURMANDS;41 RUE DE MOUVAUX;OUV;RR;6;;OUEST;O;;;"{""type"": ""Point"", ""coordinates"": [3.158415737800331, 50.69382157878941]}";50.6938215788,3.1584157378;50.6938215788;3.1584157378
68814;DOMICILE  PHONE;279 RUE DE LANNOY;OUV;TEL;5;;EST;O;;;"{""type"": ""Point"", ""coordinates"": [3.191514449056932, 50.68386336481902]}";50.6838633648,3.19151444906;50.6838633648;3.19151444906
64814;STORY COIFFURE;74 RUE DE L'ALMA;OUV;CF;5;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.16504541946602, 50.69639925733689]}";50.6963992573,3.16504541947;50.6963992573;3.16504541947
76814;CAMER VIP;271 GRANDE RUE;OUV;RT;6;;NORD;O;;;"{""type"": ""Point"", ""coordinates"": [3.189409266316304, 50.69431405306998]}";50.6943140531,3.18940926632;50.6943140531;3.18940926632
80016;;70 RUE DE L'ALMA;OUV;;7;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.164842531035929, 50.696274704003166]}";50.696274704,3.16484253104;50.696274704;3.16484253104
74015;;67 RUE DU VIEIL ABREUVOIR;DISPO;;8;;CENTRE;;;;"{""type"": ""Point"", ""coordinates"": [3.173839087840725, 50.693001174829504]}";50.6930011748,3.17383908784;50.6930011748;3.17383908784
55210;;127 RUE DE L'EPEULE;DISPO;;8;;OUEST;;;;"{""type"": ""Point"", ""coordinates"": [3.1599854993654812, 50.689069782016475]}";50.689069782,3.15998549937;50.689069782;3.15998549937
54410;AMARA;20 RUE DE L'EPEULE;OUV;;5;;OUEST;;;;"{""type"": ""Point"", ""coordinates"": [3.162939956435829, 50.6917578529648]}";50.691757853,3.16293995644;50.691757853;3.16293995644
56011;PAO;128 BOULEVARD DE BELFORT;OUV;GA;7;;EST;O;;;"{""type"": ""Point"", ""coordinates"": [3.187973568884066, 50.69087227240037]}";50.6908722724,3.18797356888;50.6908722724;3.18797356888
59212;;1 RUE KELLERMANN;OUV;GA;7;;EST;O;;;"{""type"": ""Point"", ""coordinates"": [3.200172564550274, 50.691460049384325]}";50.6914600494,3.20017256455;50.6914600494;3.20017256455
70815;;98 GRANDE RUE;DISPO;;8;;CENTRE;;;;"{""type"": ""Point"", ""coordinates"": [3.181439485996477, 50.69289882657724]}";50.6928988266,3.181439486;50.6928988266;3.181439486
76416;EBENISTERIE PARENT;20 RUE LEON MARLOT;OUV;;7;;SUD;;;;"{""type"": ""Point"", ""coordinates"": [3.188596152055617, 50.67624792771967]}";50.6762479277,3.18859615206;50.6762479277;3.18859615206
52847;NOCIBE;21B GRANDE RUE;OUV;PB;5;;CENTRE;;;;"{""type"": ""Point"", ""coordinates"": [3.177362465473104, 50.692635918871915]}";50.6926359189,3.17736246547;50.6926359189;3.17736246547
62014;ATELIER;32 RUE RÉMY COGGHE;OUV;AU;2;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.164021549542705, 50.689915490188746]}";50.6899154902,3.16402154954;50.6899154902;3.16402154954
71614;;124 AVENUE JEAN BAPTISTE LEBAS;OUV;;6;;CENTRE;;;;"{""type"": ""Point"", ""coordinates"": [3.164680682046388, 50.69524711365562]}";50.6952471137,3.16468068205;50.6952471137;3.16468068205
54811;BIG AFFAIRES DÉSTOCKAGES;79 RUE DE L'EPEULE;OUV;;7;;OUEST;;;;"{""type"": ""Point"", ""coordinates"": [3.161344165687511, 50.68998320971483]}";50.6899832097,3.16134416569;50.6899832097;3.16134416569
74016;LABORATOIRE MEDICAL;13 RUE DU VIEIL ABREUVOIR;OUV;;;;CENTRE;;;;"{""type"": ""Point"", ""coordinates"": [3.173009390849123, 50.692117539337666]}";50.6921175393,3.17300939085;50.6921175393;3.17300939085
52840;;21B GRANDE RUE;DISPO;;8;;CENTRE;;;;"{""type"": ""Point"", ""coordinates"": [3.177363057316515, 50.69263629401733]}";50.692636294,3.17736305732;50.692636294;3.17736305732
